key	value	YENİSİ
380.sura.80.verses.3	How do you know? He may purify himself.	
380.sura.80.verses.4	Or he may take heed, and benefit from the message.	
380.sura.80.verses.5	As for the rich man.	
380.sura.80.verses.6	You gave him your attention.	
380.sura.80.verses.7	Even though you could not guarantee his salvation.	
380.sura.80.verses.8	The one who came to you eagerly.	
380.sura.80.verses.9	And is really reverent.	
380.sura.80.verses.10	You ignored him.	
380.sura.80.verses.11	Indeed, this is a reminder.	
380.sura.80.verses.12	Whoever wills shall take heed.	
380.sura.80.verses.13	In honorable scriptures.	
380.sura.80.verses.14	Exalted and pure.	
380.sura.80.verses.15	(Written) by the hands of messengers.	
380.sura.80.verses.16	Who are honorable and righteous.	
380.sura.80.verses.17	Woe to the human being; he is so unappreciative!	
380.sura.80.verses.18	What did He create him from?	
380.sura.80.verses.19	From a tiny drop, He creates him and designs him.	Küçücük bir damladan, O, onu yaratır ve tasarlar.
380.sura.80.verses.20	Then He points out the path for him.	Sonra O, ona yolu apaçık gösterir.
380.sura.80.verses.21	Then He puts him to death, and into the grave.	
380.sura.80.verses.22	When He wills, He resurrects him.	
380.sura.80.verses.23	He shall uphold His commandments.	O, O’nun buyruklarına bağlı kalmak zorundadır.
380.sura.80.verses.24	Let the human consider his food!	
380.sura.80.titles.1	♦ ♦ ♦ ♦\nSura 80: He Frowned\n(‘Abasa)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 80: Surat Astı\n(Abese)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
380.notes.data[0]	*79:30 The Arabic word “dahhaahaa” is derived from “Dahhyah” which means “egg.”	
381.page[0]	He Frowned (‘Abasa) 80:25-42 & The Rolling (Al-Takweer) 81:1-27	Surat Astı (Abese) 80:25-42 & Yuvarlanma (El-Tekvir) 81:1-27
381.page[1]	359	359
381.sura.80.verses.25	We pour the water generously.	
381.sura.80.verses.26	Then we split the soil open.	
381.sura.80.verses.27	We grow in it grains.	
381.sura.80.verses.28	Grapes and pasture.	
381.sura.80.verses.29	Olives and palms.	
381.sura.80.verses.30	A variety of orchards.	
381.sura.80.verses.31	Fruits and vegetables.	
381.sura.80.verses.32	To provide life support for you and your animals.	
381.sura.80.verses.33	Then, when the blow comes to pass.	
381.sura.80.verses.34	That is the day when one flees from his brother.	
381.sura.80.verses.35	From his mother and father.	
381.sura.80.verses.36	From his spouse and children.	
381.sura.80.verses.37	Each one of them, on that day, worries about his own destiny.	
381.sura.80.verses.38	Some faces on that day will be happy.	
381.sura.80.verses.39	Laughing and joyful.	
381.sura.80.verses.40	Other faces, on that day, will be covered with misery.	Diğer yüzler, o gün, perişanlıkla kaplı olacaktır.
381.sura.80.verses.41	Overwhelmed by remorse.	
381.sura.80.verses.42	These are the wicked disbelievers.	
381.sura.81.verses.1	When the sun is rolled.	
381.sura.81.verses.2	The stars are crashed into each other.	
381.sura.81.verses.3	The mountains are wiped out.	Dağlar ortadan kaldırıldığında.
381.sura.81.verses.4	The reproduction is halted.	
381.sura.81.verses.5	The beasts are summoned.	
381.sura.81.verses.6	The oceans are set aflame.	
381.sura.81.verses.7	The souls are restored to their bodies.	Nefisler bedenlerine geri verildiğinde.
381.sura.81.verses.8	The girl who was buried alive is asked:	
381.sura.81.verses.9	For what crime was she killed?	
381.sura.81.verses.10	The records are made known.	
381.sura.81.verses.11	The heaven is removed.	Gök ortadan kaldırılır.
381.sura.81.verses.12	Hell is ignited.	
381.sura.81.verses.13	Paradise is presented.	
381.sura.81.verses.14	Every soul will know everything it brought.	Her nefis, getirdiği her şeyi bilecektir.
381.sura.81.verses.15	I solemnly swear by the galaxies.	
381.sura.81.verses.16	Precisely running in their orbits.	Tam olarak kendi yörüngeleri içinde seyreden.
381.sura.81.verses.17	By the night as it falls.	
381.sura.81.verses.18	And the morn as it breathes.	
381.sura.81.verses.19	This is the utterance of an honorable messenger.*	Bu, şerefli bir elçinin sözüdür.*
381.sura.81.verses.20	Authorized by the Possessor of the Throne, fully supported.	Tahtın Sahibi tarafından yetkilendirilmiş, tamamen desteklenmiş.
381.sura.81.verses.21	He shall be obeyed and trusted.	
381.sura.81.verses.22	Your friend (Rashad) is not crazy.	
381.sura.81.verses.23	He saw him at the high horizon.*	
381.sura.81.verses.24	He is not holding back any news.	
381.sura.81.verses.25	It is not the talk of a rejected devil.	O, kovulmuş bir şeytanın boş lafı değildir.
381.sura.81.verses.26	Now then, where will you go?	
381.sura.81.verses.27	This is a message to all the people.	
381.sura.81.titles.1	♦ ♦ ♦ ♦\nSura 81: The Rolling\n(Al-Takweer)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 81: Yuvarlanma\n(El-Tekvir)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
381.sura.81.titles.15	God’s Messenger of the Covenant	
381.notes.data[0]	*81:19 By adding the sura number, plus the verse number, plus the gematrical value of the name “Rashad” (505), plus the value of “Khalifa” (725), we get 1330, 19x70. This provides Quranic mathematical proof that this messenger is Rashad Khalifa.	
381.notes.data[1]	*81:23 Rashad Khalifa was summoned to the high horizon as detailed in Appendix 2.	
382.page[0]	360	360
382.page[1]	The Rolling (Al-Takweer) 81:28-29 & The Shattering (Al-Infitaar) 82:1-19 & The Cheaters (Al-Mutaffifeen) 83:1-15	Yuvarlanma (El-Tekvir) 81:28-29 & Parçalara Ayrılma (El-İnfitar) 82:1-19 & Hilekârlar (El-Mutaffifin) 83:1-15
382.sura.81.verses.28	For those who wish to go straight.	
382.sura.81.verses.29	Whatever you will is in accordance with the will of GOD, Lord of the universe.	
382.sura.82.verses.1	When the heaven is shattered.	
382.sura.82.verses.2	The planets are scattered. 	
382.sura.82.verses.3	The oceans are exploded.	
382.sura.82.verses.4	The graves are opened. 	Kabirler açıldığında.
382.sura.82.verses.5	Every soul will find out what caused it to advance, and what caused it to regress.	Her nefis, neyin ilerlemesine yol açtığını ve neyin gerilemesine yol açtığını öğrenecektir.
382.sura.82.verses.6	O you human being, what diverted you from your Lord, Most Honorable?	
382.sura.82.verses.7	The One who created you, designed you, and perfected you.	
382.sura.82.verses.8	In whatever design He chose, He constructed it.	
382.sura.82.verses.9	Indeed, you disbelieve in the religion.	
382.sura.82.verses.10	Oblivious to the fact that there are (invisible) keepers around you.	Etrafınızda (görünmez) muhafızlar olduğu gerçeğine karşı gaflettesiniz.
382.sura.82.verses.11	They are honest recorders.	
382.sura.82.verses.12	They record everything you do.	
382.sura.82.verses.13	Surely, the pious have deserved bliss.	Şüphesiz, takva sahibi olanlar saadeti hak etmişlerdir.
382.sura.82.verses.14	While the wicked have deserved Hell.	Kötüler ise Cehennemi hak etmişlerdir.
382.sura.82.verses.15	Will incur it on the Day of Judgment. 	Yargı Günü’nde onu üzerlerine çekeceklerdir.
382.sura.82.verses.16	They never leave it.	Oradan asla ayrılmazlar.
382.sura.82.verses.17	Awesome is the Day of Judgment.	Dehşete düşürücüdür Yargı Günü.
382.sura.82.verses.18	What a day; the Day of Judgment!	Ne gün ama; Yargı Günü.
382.sura.82.verses.19	That is the day when no soul can help another soul, and all decisions, on that day, will belong to GOD.	Bu, hiçbir nefsin bir başka nefse yardım edemediği gündür ve o gün tüm kararlar TANRI’ya ait olacaktır.
382.sura.82.titles.1	♦ ♦ ♦ ♦\nSura 82: The Shattering\n(Al-Infitaar)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 82: Parçalara Ayrılma\n(El-İnfitar)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
382.sura.82.titles.6	Reflect on God’s Creations 	Tanrı’nın Yarattıkları Üzerine Derinlemesine Düşünün
382.sura.83.verses.1	Woe to the cheaters.	Yazıklar olsun hilekârlara.
382.sura.83.verses.2	Who demand full measure when receiving from the people.	İnsanlardan alırken tam ölçüsüyle talep ederler.
382.sura.83.verses.3	But when giving them the measures or weights, they cheat.	Fakat ölçüleri veya ağırlıkları onlara verirken, onlar hile yaparlar.
382.sura.83.verses.4	Do they not know that they will be resurrected?	
382.sura.83.verses.5	On a tremendous day?	
382.sura.83.verses.6	That is the day when all people will stand before the Lord of the universe.	
382.sura.83.verses.7	Indeed, the book of the wicked is in Sijjeen.	
382.sura.83.verses.8	Do you know what Sijjeen is?	
382.sura.83.verses.9	A numerically structured book.	
382.sura.83.verses.10	Woe on that day to the rejectors. 	
382.sura.83.verses.11	They do not believe in the Day of Judgment.	
382.sura.83.verses.12	None disbelieves therein except the transgressor, the sinful.	
382.sura.83.verses.13	When our revelations are recited to him, he says, “Tales from the past!”	
382.sura.83.verses.14	Indeed, their hearts have become shielded by their sins.	Doğrusu, onların kalpleri günahlarıyla örtülmüştür.
382.sura.83.verses.15	Indeed, they will be isolated, on that day, from their Lord.	
382.sura.83.titles.1	♦ ♦ ♦ ♦\nSura 83: The Cheaters\n(Al-Mutaffifeen)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 83: Hilekârlar\n(El-Mutaffifin)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
382.sura.83.titles.7	Numerically Structured Books 	
383.page[0]	The Cheaters (Al-Mutaffifeen) 83:16-36 & The Rupture (Al-Inshiqaaq) 84:1-19	Hilekârlar (El-Mutaffifin) 83:16-36 & Yarılma (El-İnşikak) 84:1-19
383.page[1]	361	361
383.sura.83.verses.16	Then they will be thrown into Hell.	
383.sura.83.verses.17	They will be told, “This is what you used to deny.”	
383.sura.83.verses.18	Indeed, the book of the righteous will be in ‘Elleyyeen.	
383.sura.83.verses.19	Do you know what ‘Elleyyeen is? 	
383.sura.83.verses.20	A numerically structured book. 	
383.sura.83.verses.21	To be witnessed by those close to Me.	
383.sura.83.verses.22	The righteous have deserved bliss. 	
383.sura.83.verses.23	On luxurious furnishings they watch. 	
383.sura.83.verses.24	You recognize in their faces the joy of bliss.	
383.sura.83.verses.25	Their drinks will be spiced with nectar. 	
383.sura.83.verses.26	Its spice is like musk. This is what the competitors should compete for. 	
383.sura.83.verses.27	Mixed into it will be special flavors. 	
383.sura.83.verses.28	From a spring that is reserved for those close to Me. 	
383.sura.83.verses.29	The wicked used to laugh at those who believed. 	
383.sura.83.verses.30	When they passed by them, they used to poke fun. 	
383.sura.83.verses.31	When they got together with their people, they used to joke. 	
383.sura.83.verses.32	Whenever they saw them, they said, “These people are far astray! 	
383.sura.83.verses.33	“They have no such thing as (invisible) guards.” 	
383.sura.83.verses.34	Today, those who believed are laughing at the disbelievers. 	
383.sura.83.verses.35	On luxurious furnishings they watch.	
383.sura.83.verses.36	Most assuredly, the disbelievers are requited for what they did.	Muhakkak ki inkârcılar yaptıklarının karşılığını alırlar.
383.sura.84.verses.1	The time will come when the sky is ruptured.	
383.sura.84.verses.2	It will submit to its Lord and expire.	
383.sura.84.verses.3	The earth will be leveled. 	
383.sura.84.verses.4	It will eject its contents, as it erupts. 	
383.sura.84.verses.5	It will submit to its Lord and expire. 	
383.sura.84.verses.6	O humans, you are irreversibly heading for a meeting with your Lord. 	
383.sura.84.verses.7	As for the one who receives his record in his right hand, 	
383.sura.84.verses.8	His reckoning will be easy. 	Hesabı kolay olacaktır.
383.sura.84.verses.9	He will return to his people joyfully. 	
383.sura.84.verses.10	As for the one who receives his record behind his back, 	
383.sura.84.verses.11	He will be ridden with remorse. 	
383.sura.84.verses.12	And will burn in Hell. 	
383.sura.84.verses.13	He used to act arrogantly among his people. 	
383.sura.84.verses.14	He thought that he will never be called to account. 	
383.sura.84.verses.15	Yes indeed, his Lord was Seer of him. 	
383.sura.84.verses.16	I solemnly swear by the rosy dusk. 	
383.sura.84.verses.17	And the night as it spreads. 	
383.sura.84.verses.18	And the moon and its phases. 	
383.sura.84.verses.19	You will move from stage to stage.	
383.sura.84.titles.1	♦ ♦ ♦ ♦\nSura 84: The Rupture\n(Al-Inshiqaaq)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 84:Yarılma\n(El-İnşikak)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
384.page[0]	362	362
384.page[1]	The Rupture (Al-Inshiqaaq) 84:20-25 & The Galaxies (Al-Burooj) 85:1-22 & The Bright Star (Al-Taareq) 86:1-7	Yarılma (El-İnşikak) 84:20-25 & Galaksiler (El-Buruc) 85:1-22 & Parlak Yıldız (El-Tarık) 86:1-7
384.sura.84.verses.20	Why do they not believe? 	
384.sura.84.verses.21	And when the Quran is recited to them, they do not fall prostrate. 	
384.sura.84.verses.22	This is because those who disbelieved are rejecting (the Quran). 	
384.sura.84.verses.23	GOD is fully aware of their innermost thoughts. 	
384.sura.84.verses.24	Promise them painful retribution. 	Onlara, acı veren azabın sözünü ver.
384.sura.84.verses.25	As for those who believed and led a righteous life, they receive a recompense that is well deserved.	İnanıp doğru bir hayat sürmüş olanlara gelince, onlar tamamen hak etmiş oldukları bir mükâfat alırlar.
384.sura.85.verses.1	The sky and its galaxies. 	
384.sura.85.verses.2	The promised day. 	
384.sura.85.verses.3	The witness and the witnessed. 	
384.sura.85.verses.4	Woe to the people of the canyon. 	
384.sura.85.verses.5	They ignited a blazing fire. 	
384.sura.85.verses.6	Then sat around it. 	
384.sura.85.verses.7	To watch the burning of the believers. 	
384.sura.85.verses.8	They hated them for no other reason than believing in GOD, the Almighty, the Praiseworthy. 	
384.sura.85.verses.9	To Him belongs the kingship of the heavens and the earth. And GOD witnesses all things. 	Göklerin ve yeryüzünün krallığı O’na aittir. Ve TANRI her şeye şahittir.
384.sura.85.verses.10	Surely, those who persecute the believing men and women, then fail to repent, have incurred the retribution of Gehenna; they have incurred the retribution of burning.	Şüphesiz, inanan erkek ve kadınlara zulmedip, sonra tövbe etmeyenler Cehennem azabını üzerlerine çekmişlerdir; onlar yanmanın azabını üzerlerine çekmişlerdir.
384.sura.85.verses.11	Surely, those who believed and led a righteous life, have deserved gardens with flowing streams. This is the greatest triumph. 	
384.sura.85.verses.12	Indeed, your Lord’s blow is severe. 	
384.sura.85.verses.13	He is the One who initiates and repeats.	
384.sura.85.verses.14	And He is the Forgiving, Most Kind. 	
384.sura.85.verses.15	Possessor of the glorious throne. 	
384.sura.85.verses.16	Doer of whatever He wills. 	
384.sura.85.verses.17	Did you note the history of the troops? 	O birliklerin tarihine dikkat ettin mi?
384.sura.85.verses.18	Pharaoh and Thamoud?	
384.sura.85.verses.19	Those who disbelieve are plagued with denial. 	
384.sura.85.verses.20	GOD is fully aware of them. 	
384.sura.85.verses.21	Indeed, it is a glorious Quran. 	
384.sura.85.verses.22	In a preserved master tablet. 	
384.sura.85.titles.1	♦ ♦ ♦ ♦\nSura 85: The Galaxies\n(Al-Burooj)\nIn the name of God, Most Gracious, Most Merciful	♦ ♦ ♦ ♦\nSure 85: Galaksiler\n(El-Buruc)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla.
384.sura.86.verses.1	By the sky and Al-Taareq. 	
384.sura.86.verses.2	Do you know what Al-Taareq is? 	
384.sura.86.verses.3	The bright star. 	
384.sura.86.verses.4	Absolutely, everyone is well guarded. 	
384.sura.86.verses.5	Let the human reflect on his creation. 	İnsan kendi yaratılışı üzerine derinlemesine düşünsün.
384.sura.86.verses.6	He was created from ejected liquid. 	
384.sura.86.verses.7	From between the spine and the viscera.	
384.sura.86.titles.1	♦ ♦ ♦ ♦\nSura 86: The Bright Star\n(Al-Taareq)\nIn the name of God, Most Gracious, Most Merciful	♦ ♦ ♦ ♦\nSure 86: Parlak Yıldız\n(El-Tarık)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla.
385.page[0]	The Bright Star (Al-Taareq) 86:8-17 & The Most High (Al-A‘alaa) 87:1-19 & Overwhelming (Al-Ghaasheyah) 88:1-10	Parlak Yıldız (El-Tarık) 86:8-17 & Yüceler Yücesi (El-A’la) 87:1-19 & Bunaltıcı (El-Ğaşiye) 88:1-10
385.page[1]	363	363
385.sura.86.verses.8	He is certainly able to resurrect him. 	
385.sura.86.verses.9	The day all secrets become known. 	
385.sura.86.verses.10	He will have no power, nor a helper. 	
385.sura.86.verses.11	By the sky that returns (the water). 	
385.sura.86.verses.12	By the earth that cracks (to grow plants). 	
385.sura.86.verses.13	This is a serious narration. 	Bu ciddi bir anlatımdır.
385.sura.86.verses.14	Not to be taken lightly. 	Hafife almayın.
385.sura.86.verses.15	They plot and scheme. 	Onlar düzen ve plan kurarlar.
385.sura.86.verses.16	But so do I. 	Fakat Ben de öyle.
385.sura.86.verses.17	Just respite the disbelievers a short respite. 	Sadece, inkârcılara kısa bir süre mühlet tanı.
385.sura.87.verses.1	Glorify the name of your Lord, the Most High. 	Yüceler Yücesi olan Rabbinin adını yücelt.
385.sura.87.verses.2	He creates and shapes. 	
385.sura.87.verses.3	He designs and guides. 	
385.sura.87.verses.4	He produces the pasture. 	
385.sura.87.verses.5	Then turns it into light hay. 	
385.sura.87.verses.6	We will recite to you; do not forget. 	
385.sura.87.verses.7	Everything is in accordance with GOD’s will; He knows what is declared, and what is hidden. 	Her şey TANRI’nın iradesine göredir; O, neyin beyan edildiğini ve neyin gizlendiğini bilir.
385.sura.87.verses.8	We will direct you to the easiest path. 	
385.sura.87.verses.9	Therefore, you shall remind; perhaps the reminder will benefit. 	Bu nedenle sen hatırlat; belki de hatırlatma fayda sağlayacaktır.
385.sura.87.verses.10	The reverent will take heed. 	
385.sura.87.verses.11	The wicked will avoid it.	
385.sura.87.verses.12	Consequently, he will suffer the great Hellfire. 	
385.sura.87.verses.13	Wherein he never dies, nor stays alive. 	
385.sura.87.verses.14	Successful indeed is the one who redeems his soul. 	Gerçekten de nefsini kurtaran başarılı olmuştur.
385.sura.87.verses.15	By remembering the name of his Lord and observing the contact prayers (Salat). 	
385.sura.87.verses.16	Indeed, you are preoccupied with this first life. 	Doğrusu siz, zihni bu ilk hayatla meşgul olanlarsınız.
385.sura.87.verses.17	Even though the Hereafter is far better and everlasting. 	Ahiret çok daha iyi ve daimi olduğu hâlde.
385.sura.87.verses.18	This is recorded in the earlier teachings. 	
385.sura.87.verses.19	The teachings of Abraham and Moses. 	
385.sura.87.titles.1	♦ ♦ ♦ ♦\nSura 87: The Most High\n(Al-A‘alaa)\nIn the name of God, Most Gracious, Most Merciful	♦ ♦ ♦ ♦\nSure 87: Yüceler Yücesi\n(El-A’la)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla.
385.sura.88.verses.1	Are you aware of the Overwhelming? 	Bunaltıcı’dan haberdar mısın?
385.sura.88.verses.2	Faces on that day will be shamed. 	
385.sura.88.verses.3	Laboring and exhausted. 	
385.sura.88.verses.4	Suffering in a blazing Hellfire. 	
385.sura.88.verses.5	Drinking from a flaming spring. 	
385.sura.88.verses.6	They will have no food except the useless variety. 	
385.sura.88.verses.7	It never nourishes, nor satisfies hunger. 	
385.sura.88.verses.8	Other faces on that day will be full of joy. 	
385.sura.88.verses.9	Satisfied with their work. 	
385.sura.88.verses.10	In an exalted Paradise.	
385.sura.88.titles.1	♦ ♦ ♦ ♦\nSura 88: Overwhelming\n(Al-Ghaasheyah)\nIn the name of God, Most Gracious, Most Merciful	♦ ♦ ♦ ♦\nSure 88: Bunaltıcı\n(El-Ğaşiye)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla.
386.page[0]	364	364
386.page[1]	Overwhelming (Al-Ghaasheyah) 88:11-26 & Dawn (Al-Fajr) 89:1-21	Bunaltıcı (El-Ğaşiye) 88:11-26 & Şafak (El-Fecr) 89:1-21
386.sura.88.verses.11	In it, no nonsense is heard. 	
386.sura.88.verses.12	In it, a spring flows. 	
386.sura.88.verses.13	In it, there are luxurious furnishings. 	
386.sura.88.verses.14	And drinks made available. 	
386.sura.88.verses.15	And pitchers in rows. 	
386.sura.88.verses.16	And carpets throughout. 	
386.sura.88.verses.17	Why do they not reflect on the camels and how they are created? 	Neden develerin ve onların nasıl yaratıldıklarının üzerine derinlemesine düşünmüyorlar?
386.sura.88.verses.18	And the sky and how it is raised. 	
386.sura.88.verses.19	And the mountains and how they are constructed. 	
386.sura.88.verses.20	And the earth and how it is built. 	
386.sura.88.verses.21	You shall remind, for your mission is to deliver this reminder. 	Sen hatırlat, çünkü senin görevin bu hatırlatıcıyı iletmektir.
386.sura.88.verses.22	You have no power over them. 	Senin onlar üzerinde hiçbir gücün yoktur.
386.sura.88.verses.23	As for those who turn away and disbelieve. 	
386.sura.88.verses.24	GOD will commit them to the great retribution. 	TANRI onları büyük azaba bırakacaktır.
386.sura.88.verses.25	To us is their ultimate destiny. 	
386.sura.88.verses.26	Then we will call them to account.	
386.sura.89.verses.1	By the dawn. 	
386.sura.89.verses.2	And the ten nights.*	
386.sura.89.verses.3	By the even and the odd.*	
386.sura.89.verses.4	By the night as it passes. 	
386.sura.89.verses.5	A profound oath, for one who possesses intelligence. 	
386.sura.89.verses.6	Have you noted what your Lord did to ‘Aad?	
386.sura.89.verses.7	Erum; the town with tall buildings. 	
386.sura.89.verses.8	There was nothing like it anywhere. 	
386.sura.89.verses.9	Also Thamoud, who carved the rocks in their valley. 	
386.sura.89.verses.10	And Pharaoh who possessed might. 	
386.sura.89.verses.11	They all transgressed in the land. 	
386.sura.89.verses.12	They spread evil throughout. 	
386.sura.89.verses.13	Consequently, your Lord poured upon them a whipping retribution. 	
386.sura.89.verses.14	Your Lord is ever watchful. 	
386.sura.89.verses.15	When the human being is tested by his Lord, through blessings and joy, he says, “My Lord is generous towards me.” 	
386.sura.89.verses.16	But if He tests him through reduction in provisions, he says, “My Lord is humiliating me!” 	
386.sura.89.verses.17	Wrong! It is you who brought it on yourselves by not regarding the orphan. 	
386.sura.89.verses.18	And not advocating charity towards the poor. 	Ve yoksula yönelik hayır işini savunmayarak.
386.sura.89.verses.19	And consuming the inheritance of helpless orphans. 	
386.sura.89.verses.20	And loving the money too much. 	
386.sura.89.verses.21	Indeed, when the earth is crushed, utterly crushed. 	
386.sura.89.titles.1	♦ ♦ ♦ ♦\nSura 89: Dawn\n(Al-Fajr)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 89: Şafak\n(El-Fecr)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
386.notes.data[0]	*89:2 The last ten nights of Ramadan, wherein many believers retreat to the masjids (2:187).	
386.notes.data[1]	*89:3 See Appendix 1 for the role of the even numbers and the odd numbers.	
387.page[0]	Dawn (Al-Fajr) 89:22-30 & The Town (Al-Balad) 90:1-20 & The Sun (Al-Shams) 91:1-8	Şafak (El-Fecr) 89:22-30 & Belde (El-Beled) 90:1-20 & Güneş (El-Şems) 91:1-8
387.page[1]	365	365
387.sura.89.verses.22	And your Lord comes, together with the angels in row after row. 	
387.sura.89.verses.23	On that day, Gehenna will be brought forth. On that day, the human being will remember—but what a remembrance—it will be too late. 	
387.sura.89.verses.24	He will say, “Oh, I wish I prepared for my (eternal) life.” 	
387.sura.89.verses.25	On that day, no retribution could be worse than His retribution. 	
387.sura.89.verses.26	And no confinement is as effective as His confinement. 	
387.sura.89.verses.27	As for you, O content soul. 	Sana gelince, ey tatmin nefis.
387.sura.89.verses.28	Return to your Lord, pleased and pleasing. 	Rabbine geri dön, hoşnut ve hoşnut eden olarak.
387.sura.89.verses.29	Welcome into My servants. 	
387.sura.89.verses.30	Welcome into My Paradise.	
387.sura.90.verses.1	I solemnly swear by this town. 	Ciddiyetle yemin ederim bu beldeye.
387.sura.90.verses.2	The town where you live. 	Yaşadığın beldeye.
387.sura.90.verses.3	The begetting and the begotten. 	Bir evlada baba olana ve bir babaya evlat olana.
387.sura.90.verses.4	We created the human being to work hard (to redeem himself).*	Biz insanoğlunu, (kendini kurtarması için) sıkı çalışsın diye yarattık.*
387.sura.90.verses.5	Does he think that no one will ever call him to account? 	Ondan hiç kimsenin hesap sormayacağını mı sanıyor?
387.sura.90.verses.6	He boasts, “I spent so much money!” 	Böbürleniyor, “Ben onca para harcadım!”
387.sura.90.verses.7	Does he think that no one sees him? 	Kendisini kimsenin görmediğini mi sanıyor?
387.sura.90.verses.8	Did we not give him two eyes? 	Ona iki göz vermedik mi?
387.sura.90.verses.9	A tongue and two lips? 	Bir dil ve iki de dudak?
387.sura.90.verses.10	Did we not show him the two paths? 	Biz, ona iki yolu göstermedik mi?
387.sura.90.verses.11	He should choose the difficult path. 	O, zor olan yolu seçmeli.
387.sura.90.verses.12	Which one is the difficult path? 	Hangisi zor olan yoldur?
387.sura.90.verses.13	The freeing of slaves. 	Köleleri azat etmek.
387.sura.90.verses.14	Feeding, during the time of hardship. 	Yokluk zamanında doyurmak.
387.sura.90.verses.15	Orphans who are related.	Akraba olan yetimleri.
387.sura.90.verses.16	Or the poor who is in need.	Yahut ihtiyaç halindeki yoksulu.
387.sura.90.verses.17	And being one of those who believe, and exhorting one another to be steadfast, and exhorting one another to be kind. 	Ve inananlardan biri olmak, birbirlerini kararlı olmaya teşvik etmek ve birbirlerini merhametli olmaya teşvik etmektir.
387.sura.90.verses.18	These have deserved happiness. 	Bunlar mutluluğu hak etmişlerdir.
387.sura.90.verses.19	As for those who disbelieved in our revelations, they have incurred misery. 	Vahiylerimizi inkâr etmiş olanlara gelince, onlarsa sefaleti üzerlerine çekmişlerdir.
387.sura.90.verses.20	They will be confined in the Hellfire.	Onlar Cehennem Ateşinde hapsedilecekler.
387.sura.90.titles.1	♦ ♦ ♦ ♦\nSura 90: The Town\n(Al-Balad)\nIn the name of God, Most Gracious, Most Merciful	♦ ♦ ♦ ♦\nSure 90: Belde\n(El-Beled)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla.
387.sura.91.verses.1	By the sun and its brightness. 	Ant olsun güneşe ve onun parlaklığına.
387.sura.91.verses.2	The moon that follows it. 	Onu izleyen aya.
387.sura.91.verses.3	The day that reveals. 	Açığa çıkaran gündüze.
387.sura.91.verses.4	The night that covers. 	Örten geceye.
387.sura.91.verses.5	The sky and Him who built it. 	Göğe ve onu inşa eden O’na.
387.sura.91.verses.6	The earth and Him who sustains it. 	Yeryüzüne ve onu idame ettiren O’na.
387.sura.91.verses.7	The soul and Him who created it. 	Nefse ve onu yaratan O’na.
387.sura.91.verses.8	Then showed it what is evil and what is good.	Sonra neyin kötü neyin iyi olduğunu ona gösterdi.
387.sura.91.titles.1	♦ ♦ ♦ ♦\nSura 91: The Sun \n(Al-Shams)\nIn the name of God, Most Gracious, Most Merciful	♦ ♦ ♦ ♦\nSure 91: Güneş \n(El-Şems)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla.
387.notes.data[0]	*90:4 See the Introduction and Appendix 7 for the purpose behind our creation.	*90:4 Yaratılışımızın altında yatan amaç için Giriş’e ve Ek 7’ye bakınız.
388.page[0]	366	366
388.page[1]	The Sun (Al-Shams) 91:9-15 & The Night (Al-Layl) 92:1-21 & The Forenoon (Al-Duhaa) 93:1-8	Güneş (El-Şems) 91:9-15 & Gece (El-Leyl) 92:1-21 & Kuşluk Vakti (El-Duha) 93:1-8
388.sura.91.verses.9	Successful is one who redeems it. 	Başarılı olan, onu kurtarandır.
388.sura.91.verses.10	Failing is one who neglects it. 	Başarısız olan, onu ihmal edendir.
388.sura.91.verses.11	Thamoud’s disbelief caused them to transgress. 	Semûd’un inkârı haddi aşmalarına neden oldu.
388.sura.91.verses.12	They followed the worst among them. 	İçlerinden en kötülerini takip ettiler.
388.sura.91.verses.13	GOD’s messenger said to them, “This is GOD’s camel; let her drink.” 	TANRI’nın elçisi onlara dedi ki “Bu, TANRI’nın devesidir; izin verin de içsin.”
